iteration,j.1,j.2,j.0,kinetic.to_I_from_A2,kinetic.to_I_from_A1,kinetic.to_I2_from_I,kinetic.from_I2,irf.center,irf.width,irf.dispcenter,irf.disp1,irf.disp2,rel.r1
2.0,0.5106025162443131,0.4893974837556869,0.0,-2.412341964535245,-0.8034463968500425,-8.001380026139207,-5.98002073640768,0.2347217370115786,-1.9221455368959262,500.0,-0.32207079278547146,-0.231878568606922,1.0
2.0,0.5106025311454743,0.48939746885452573,0.0,-2.4123420004819414,-0.8034463968500425,-8.001380026139207,-5.98002073640768,0.2347217370115786,-1.9221455368959262,500.0,-0.32207079278547146,-0.231878568606922,1.0
2.0,0.5106025311454743,0.48939746885452573,0.0,-2.412341964535245,-0.8034464117512037,-8.001380026139207,-5.98002073640768,0.2347217370115786,-1.9221455368959262,500.0,-0.32207079278547146,-0.231878568606922,1.0
2.0,0.5106025311454743,0.48939746885452573,0.0,-2.412341964535245,-0.8034463968500425,-8.001380026139207,-5.98002073640768,0.2347217519127398,-1.9221455368959262,500.0,-0.32207079278547146,-0.231878568606922,1.0
2.0,0.5106025311454743,0.48939746885452573,0.0,-2.412341964535245,-0.8034463968500425,-8.001380026139207,-5.98002073640768,0.2347217370115786,-1.9221455655381265,500.0,-0.32207079278547146,-0.231878568606922,1.0
2.0,0.5106025311454743,0.48939746885452573,0.0,-2.412341964535245,-0.8034463968500425,-8.001380026139207,-5.98002073640768,0.2347217370115786,-1.9221455368959262,500.0,-0.32207080768663265,-0.231878568606922,1.0
2.0,0.5106025311454743,0.48939746885452573,0.0,-2.412341964535245,-0.8034463968500425,-8.001380026139207,-5.98002073640768,0.2347217370115786,-1.9221455368959262,500.0,-0.32207079278547146,-0.23187858350808319,1.0
3.0,0.5298074819890579,0.47019251801094214,0.0,-2.4589708910228283,-0.8968933828806459,-8.001380026139207,-5.98002073640768,0.3042521524347344,-2.3816693502131114,500.0,-0.28279309007435016,-0.25880743899799297,1.0
3.0,0.5298074670878967,0.47019253291210333,0.0,-2.4589708910228283,-0.8968933828806459,-8.001380026139207,-5.98002073640768,0.3042521524347344,-2.3816693502131114,500.0,-0.28279309007435016,-0.25880743899799297,1.0
3.0,0.5298074819890579,0.47019251801094214,0.0,-2.45897092766435,-0.8968933828806459,-8.001380026139207,-5.98002073640768,0.3042521524347344,-2.3816693502131114,500.0,-0.28279309007435016,-0.25880743899799297,1.0
3.0,0.5298074819890579,0.47019251801094214,0.0,-2.4589708910228283,-0.8968933977818072,-8.001380026139207,-5.98002073640768,0.3042521524347344,-2.3816693502131114,500.0,-0.28279309007435016,-0.25880743899799297,1.0
3.0,0.5298074819890579,0.47019251801094214,0.0,-2.4589708910228283,-0.8968933828806459,-8.001380026139207,-5.98002073640768,0.3042521673358956,-2.3816693502131114,500.0,-0.28279309007435016,-0.25880743899799297,1.0
3.0,0.5298074819890579,0.47019251801094214,0.0,-2.4589708910228283,-0.8968933828806459,-8.001380026139207,-5.98002073640768,0.3042521524347344,-2.38166938570275,500.0,-0.28279309007435016,-0.25880743899799297,1.0
3.0,0.5298074819890579,0.47019251801094214,0.0,-2.4589708910228283,-0.8968933828806459,-8.001380026139207,-5.98002073640768,0.3042521524347344,-2.3816693502131114,500.0,-0.28279310497551136,-0.25880743899799297,1.0
3.0,0.5298074819890579,0.47019251801094214,0.0,-2.4589708910228283,-0.8968933828806459,-8.001380026139207,-5.98002073640768,0.3042521524347344,-2.3816693502131114,500.0,-0.28279309007435016,-0.25880745389915416,1.0
4.0,0.5521518050717894,0.4478481949282106,0.0,-2.5097911936630797,-0.9837313954748163,-8.001380026139207,-5.98002073640768,0.3373456985731032,-2.6288418545925696,500.0,-0.24038057524660753,-0.28922071451578046,1.0
4.0,0.5521517901706282,0.4478482098293718,0.0,-2.5097911936630797,-0.9837313954748163,-8.001380026139207,-5.98002073640768,0.3373456985731032,-2.6288418545925696,500.0,-0.24038057524660753,-0.28922071451578046,1.0
4.0,0.5521518050717894,0.4478481949282106,0.0,-2.509791231061883,-0.9837313954748163,-8.001380026139207,-5.98002073640768,0.3373456985731032,-2.6288418545925696,500.0,-0.24038057524660753,-0.28922071451578046,1.0
4.0,0.5521518050717894,0.4478481949282106,0.0,-2.5097911936630797,-0.9837314103759774,-8.001380026139207,-5.98002073640768,0.3373456985731032,-2.6288418545925696,500.0,-0.24038057524660753,-0.28922071451578046,1.0
4.0,0.5521518050717894,0.4478481949282106,0.0,-2.5097911936630797,-0.9837313954748163,-8.001380026139207,-5.98002073640768,0.3373457134742644,-2.6288418545925696,500.0,-0.24038057524660753,-0.28922071451578046,1.0
4.0,0.5521518050717894,0.4478481949282106,0.0,-2.5097911936630797,-0.9837313954748163,-8.001380026139207,-5.98002073640768,0.3373456985731032,-2.6288418937653657,500.0,-0.24038057524660753,-0.28922071451578046,1.0
4.0,0.5521518050717894,0.4478481949282106,0.0,-2.5097911936630797,-0.9837313954748163,-8.001380026139207,-5.98002073640768,0.3373456985731032,-2.6288418545925696,500.0,-0.24038059014776872,-0.28922071451578046,1.0
4.0,0.5521518050717894,0.4478481949282106,0.0,-2.5097911936630797,-0.9837313954748163,-8.001380026139207,-5.98002073640768,0.3373456985731032,-2.6288418545925696,500.0,-0.24038057524660753,-0.28922072941694166,1.0
5.0,0.5699576427255482,0.4300423572744519,0.0,-2.5471833345212658,-1.0296897059528476,-8.001380026139207,-5.98002073640768,0.34275006925425033,-2.69505219549024,500.0,-0.24992553652167707,-0.27107637724859707,1.0
5.0,0.569957627824387,0.4300423721756131,0.0,-2.5471833345212658,-1.0296897059528476,-8.001380026139207,-5.98002073640768,0.34275006925425033,-2.69505219549024,500.0,-0.24992553652167707,-0.27107637724859707,1.0
5.0,0.5699576427255482,0.4300423572744519,0.0,-2.5471833724772552,-1.0296897059528476,-8.001380026139207,-5.98002073640768,0.34275006925425033,-2.69505219549024,500.0,-0.24992553652167707,-0.27107637724859707,1.0
5.0,0.5699576427255482,0.4300423572744519,0.0,-2.5471833345212658,-1.0296897212964198,-8.001380026139207,-5.98002073640768,0.34275006925425033,-2.69505219549024,500.0,-0.24992553652167707,-0.27107637724859707,1.0
5.0,0.5699576427255482,0.4300423572744519,0.0,-2.5471833345212658,-1.0296897059528476,-8.001380026139207,-5.98002073640768,0.3427500841554115,-2.69505219549024,500.0,-0.24992553652167707,-0.27107637724859707,1.0
5.0,0.5699576427255482,0.4300423572744519,0.0,-2.5471833345212658,-1.0296897059528476,-8.001380026139207,-5.98002073640768,0.34275006925425033,-2.6950522356496474,500.0,-0.24992553652167707,-0.27107637724859707,1.0
5.0,0.5699576427255482,0.4300423572744519,0.0,-2.5471833345212658,-1.0296897059528476,-8.001380026139207,-5.98002073640768,0.34275006925425033,-2.69505219549024,500.0,-0.24992555142283826,-0.27107637724859707,1.0
5.0,0.5699576427255482,0.4300423572744519,0.0,-2.5471833345212658,-1.0296897059528476,-8.001380026139207,-5.98002073640768,0.34275006925425033,-2.69505219549024,500.0,-0.24992553652167707,-0.27107639214975826,1.0
6.0,0.5760106501377824,0.4239893498622176,0.0,-2.5611866185290673,-1.041969118448163,-8.001380026139207,-5.98002073640768,0.3451285302229615,-2.7029248527501064,500.0,-0.2608674659218249,-0.2565289955739839,1.0
6.0,0.5760106352366212,0.4239893647633788,0.0,-2.5611866185290673,-1.041969118448163,-8.001380026139207,-5.98002073640768,0.3451285302229615,-2.7029248527501064,500.0,-0.2608674659218249,-0.2565289955739839,1.0
6.0,0.5760106501377824,0.4239893498622176,0.0,-2.561186656693722,-1.041969118448163,-8.001380026139207,-5.98002073640768,0.3451285302229615,-2.7029248527501064,500.0,-0.2608674659218249,-0.2565289955739839,1.0
6.0,0.5760106501377824,0.4239893498622176,0.0,-2.5611866185290673,-1.0419691339747128,-8.001380026139207,-5.98002073640768,0.3451285302229615,-2.7029248527501064,500.0,-0.2608674659218249,-0.2565289955739839,1.0
6.0,0.5760106501377824,0.4239893498622176,0.0,-2.5611866185290673,-1.041969118448163,-8.001380026139207,-5.98002073640768,0.3451285451241227,-2.7029248527501064,500.0,-0.2608674659218249,-0.2565289955739839,1.0
6.0,0.5760106501377824,0.4239893498622176,0.0,-2.5611866185290673,-1.041969118448163,-8.001380026139207,-5.98002073640768,0.3451285302229615,-2.7029248930268253,500.0,-0.2608674659218249,-0.2565289955739839,1.0
6.0,0.5760106501377824,0.4239893498622176,0.0,-2.5611866185290673,-1.041969118448163,-8.001380026139207,-5.98002073640768,0.3451285302229615,-2.7029248527501064,500.0,-0.2608674808229861,-0.2565289955739839,1.0
6.0,0.5760106501377824,0.4239893498622176,0.0,-2.5611866185290673,-1.041969118448163,-8.001380026139207,-5.98002073640768,0.3451285302229615,-2.7029248527501064,500.0,-0.2608674659218249,-0.2565290104751451,1.0
7.0,0.5778951071272231,0.4221048928727769,0.0,-2.565691046334467,-1.0465633833282098,-8.001380026139207,-5.98002073640768,0.3467429330600904,-2.7032274054422145,500.0,-0.26919195496642795,-0.24662526870898008,1.0
7.0,0.577895092226062,0.4221049077739381,0.0,-2.565691046334467,-1.0465633833282098,-8.001380026139207,-5.98002073640768,0.3467429330600904,-2.7032274054422145,500.0,-0.26919195496642795,-0.24662526870898008,1.0
7.0,0.5778951071272231,0.4221048928727769,0.0,-2.565691084566243,-1.0465633833282098,-8.001380026139207,-5.98002073640768,0.3467429330600904,-2.7032274054422145,500.0,-0.26919195496642795,-0.24662526870898008,1.0
7.0,0.5778951071272231,0.4221048928727769,0.0,-2.565691046334467,-1.0465633989232195,-8.001380026139207,-5.98002073640768,0.3467429330600904,-2.7032274054422145,500.0,-0.26919195496642795,-0.24662526870898008,1.0
7.0,0.5778951071272231,0.4221048928727769,0.0,-2.565691046334467,-1.0465633833282098,-8.001380026139207,-5.98002073640768,0.3467429479612516,-2.7032274054422145,500.0,-0.26919195496642795,-0.24662526870898008,1.0
7.0,0.5778951071272231,0.4221048928727769,0.0,-2.565691046334467,-1.0465633833282098,-8.001380026139207,-5.98002073640768,0.3467429330600904,-2.7032274457234418,500.0,-0.26919195496642795,-0.24662526870898008,1.0
7.0,0.5778951071272231,0.4221048928727769,0.0,-2.565691046334467,-1.0465633833282098,-8.001380026139207,-5.98002073640768,0.3467429330600904,-2.7032274054422145,500.0,-0.26919196986758914,-0.24662526870898008,1.0
7.0,0.5778951071272231,0.4221048928727769,0.0,-2.565691046334467,-1.0465633833282098,-8.001380026139207,-5.98002073640768,0.3467429330600904,-2.7032274054422145,500.0,-0.26919195496642795,-0.24662528361014127,1.0
8.0,0.5786523879164824,0.4213476120835175,0.0,-2.567502745284956,-1.0486483451307143,-8.001380026139207,-5.98002073640768,0.3477498302283385,-2.7028836769759925,500.0,-0.27456041777459855,-0.24053004846625,1.0
8.0,0.5786523730153212,0.4213476269846787,0.0,-2.567502745284956,-1.0486483451307143,-8.001380026139207,-5.98002073640768,0.3477498302283385,-2.7028836769759925,500.0,-0.27456041777459855,-0.24053004846625,1.0
8.0,0.5786523879164824,0.4213476120835175,0.0,-2.5675027835437283,-1.0486483451307143,-8.001380026139207,-5.98002073640768,0.3477498302283385,-2.7028836769759925,500.0,-0.27456041777459855,-0.24053004846625,1.0
8.0,0.5786523879164824,0.4213476120835175,0.0,-2.567502745284956,-1.0486483607567922,-8.001380026139207,-5.98002073640768,0.3477498302283385,-2.7028836769759925,500.0,-0.27456041777459855,-0.24053004846625,1.0
8.0,0.5786523879164824,0.4213476120835175,0.0,-2.567502745284956,-1.0486483451307143,-8.001380026139207,-5.98002073640768,0.3477498451294997,-2.7028836769759925,500.0,-0.27456041777459855,-0.24053004846625,1.0
8.0,0.5786523879164824,0.4213476120835175,0.0,-2.567502745284956,-1.0486483451307143,-8.001380026139207,-5.98002073640768,0.3477498302283385,-2.702883717252098,500.0,-0.27456041777459855,-0.24053004846625,1.0
8.0,0.5786523879164824,0.4213476120835175,0.0,-2.567502745284956,-1.0486483451307143,-8.001380026139207,-5.98002073640768,0.3477498302283385,-2.7028836769759925,500.0,-0.27456043267575975,-0.24053004846625,1.0
8.0,0.5786523879164824,0.4213476120835175,0.0,-2.567502745284956,-1.0486483451307143,-8.001380026139207,-5.98002073640768,0.3477498302283385,-2.7028836769759925,500.0,-0.27456041777459855,-0.2405300633674112,1.0
9.0,0.5790074340501137,0.42099256594988627,0.0,-2.5683585309968584,-1.0496856631123384,-8.001380026139207,-5.98002073640768,0.34831072444125355,-2.702674379532168,500.0,-0.27760750575715337,-0.23713534879789278,1.0
9.0,0.5790074191489525,0.42099258085104746,0.0,-2.5683585309968584,-1.0496856631123384,-8.001380026139207,-5.98002073640768,0.34831072444125355,-2.702674379532168,500.0,-0.27760750575715337,-0.23713534879789278,1.0
9.0,0.5790074340501137,0.42099256594988627,0.0,-2.568358569268383,-1.0496856631123384,-8.001380026139207,-5.98002073640768,0.34831072444125355,-2.702674379532168,500.0,-0.27760750575715337,-0.23713534879789278,1.0
9.0,0.5790074340501137,0.42099256594988627,0.0,-2.5683585309968584,-1.0496856787538735,-8.001380026139207,-5.98002073640768,0.34831072444125355,-2.702674379532168,500.0,-0.27760750575715337,-0.23713534879789278,1.0
9.0,0.5790074340501137,0.42099256594988627,0.0,-2.5683585309968584,-1.0496856631123384,-8.001380026139207,-5.98002073640768,0.34831073934241474,-2.702674379532168,500.0,-0.27760750575715337,-0.23713534879789278,1.0
9.0,0.5790074340501137,0.42099256594988627,0.0,-2.5683585309968584,-1.0496856631123384,-8.001380026139207,-5.98002073640768,0.34831072444125355,-2.7026744198051547,500.0,-0.27760750575715337,-0.23713534879789278,1.0
9.0,0.5790074340501137,0.42099256594988627,0.0,-2.5683585309968584,-1.0496856631123384,-8.001380026139207,-5.98002073640768,0.34831072444125355,-2.702674379532168,500.0,-0.27760752065831457,-0.23713534879789278,1.0
9.0,0.5790074340501137,0.42099256594988627,0.0,-2.5683585309968584,-1.0496856631123384,-8.001380026139207,-5.98002073640768,0.34831072444125355,-2.702674379532168,500.0,-0.27760750575715337,-0.23713536369905397,1.0
10.0,0.5790074340501137,0.42099256594988627,0.0,-2.5683585309968584,-1.0496856631123384,-8.001380026139207,-5.98002073640768,0.34831072444125355,-2.702674379532168,500.0,-0.27760750575715337,-0.23713534879789278,1.0
